document_order,depth,node_type,node_id,original_id,node_title,source_path,level_1_type,level_1_id,level_1_title,level_2_type,level_2_id,level_2_title,level_3_type,level_3_id,level_3_title,level_4_type,level_4_id,level_4_title,level_5_type,level_5_id,level_5_title,level_6_type,level_6_id,level_6_title,level_7_type,level_7_id,level_7_title
563,5,introduction,ORCCAIyIl0aWf67,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAIyIl0aWf67,Introduction,,,,,,
564,5,introduction,ORCCAyVBdQq2e1e,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAyVBdQq2e1e,Introduction,,,,,,
565,5,introduction,ORCCAiOamxnuxrU,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAiOamxnuxrU,Introduction,,,,,,
566,5,introduction,ORCCAQn1eDKff5o,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAQn1eDKff5o,Introduction,,,,,,
567,5,introduction,ORCCAQuxAVgPDiy,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAQuxAVgPDiy,Introduction,,,,,,
568,5,introduction,ORCCA5KvGFabLyg,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCA5KvGFabLyg,Introduction,,,,,,
569,5,introduction,ORCCAfP4qhOBGRq,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAfP4qhOBGRq,Introduction,,,,,,
570,5,introduction,ORCCAnCxIvo5iRg,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAnCxIvo5iRg,Introduction,,,,,,
571,5,introduction,ORCCAzyGPibZew6,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAzyGPibZew6,Introduction,,,,,,
572,5,introduction,ORCCAJPicMVeFd1,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAJPicMVeFd1,Introduction,,,,,,
573,5,introduction,ORCCA18GAXznKXy,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCA18GAXznKXy,Introduction,,,,,,
574,5,introduction,ORCCAIqRnYynV7o,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,introduction,ORCCAIqRnYynV7o,Introduction,,,,,,
575,5,exercises,ORCCAycaYkCd8jw,,Review Exercises for,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,,,,,,
576,6,introduction,ORCCA4LUegGgA3e,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA4LUegGgA3e,Introduction,,,
577,6,introduction,ORCCAH5wm01sEAZ,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAH5wm01sEAZ,Introduction,,,
578,6,introduction,ORCCA30hLbNk0sR,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA30hLbNk0sR,Introduction,,,
579,6,introduction,ORCCAB2TIoQpuWR,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAB2TIoQpuWR,Introduction,,,
580,6,introduction,ORCCAp8KnpGy86a,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAp8KnpGy86a,Introduction,,,
581,6,introduction,ORCCAYaUNSaNDrf,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAYaUNSaNDrf,Introduction,,,
582,6,introduction,ORCCAt7B4GaBtPq,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAt7B4GaBtPq,Introduction,,,
583,6,introduction,ORCCAnQRAXGtiZS,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAnQRAXGtiZS,Introduction,,,
584,6,introduction,ORCCARlkZIDUNNw,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCARlkZIDUNNw,Introduction,,,
585,6,introduction,ORCCA4h0gslcFSY,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA4h0gslcFSY,Introduction,,,
586,6,introduction,ORCCAv1N94wFLtN,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAv1N94wFLtN,Introduction,,,
587,6,introduction,ORCCAZqGAoZUKvz,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAZqGAoZUKvz,Introduction,,,
588,6,introduction,ORCCAURPUfD1yHu,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAURPUfD1yHu,Introduction,,,
589,6,introduction,ORCCAZCOn8oaAQU,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCAZCOn8oaAQU,Introduction,,,
590,6,introduction,ORCCA34cftke05I,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA34cftke05I,Introduction,,,
591,6,introduction,ORCCA8yuo6iBrV4,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA8yuo6iBrV4,Introduction,,,
592,6,introduction,ORCCA3sxxOALOW4,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCA3sxxOALOW4,Introduction,,,
593,6,introduction,ORCCABpwVKRPYQx,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCABpwVKRPYQx,Introduction,,,
594,6,introduction,ORCCABJi4WfXR7d,,Introduction,review-exponents-and-polynomials.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA7W4bS454zN,Exponents and Polynomials,section,ORCCAaeGJZ7QZrs,Exponents and Polynomials Chapter Review,exercises,ORCCAycaYkCd8jw,Review Exercises for,introduction,ORCCABJi4WfXR7d,Introduction,,,
595,3,chapter,ORCCA9e54Yenj3t,chapter-radical-expressions-and-equations,Radical Expressions and Equations,chapter-radical-expressions-and-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,,,,,,,,,,,,
596,4,introduction,ORCCA9nDw7qdxda,,Introduction,chapter-radical-expressions-and-equations.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,introduction,ORCCA9nDw7qdxda,Introduction,,,,,,,,,
597,4,section,ORCCA3tJym1OIOA,section-square-and-nth-root-properties,Square and nth Root Properties,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,,,,,,,,,
598,5,introduction,ORCCAvuVBNpcZQo,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,introduction,ORCCAvuVBNpcZQo,Introduction,,,,,,
599,5,subsection,ORCCANRDmSC7OZX,,Square Roots,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCANRDmSC7OZX,Square Roots,,,,,,
600,5,subsection,ORCCAHXS3T02DQ1,,Square Root Decimal Values,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAHXS3T02DQ1,Square Root Decimal Values,,,,,,
601,5,subsection,ORCCAjN3q0DLhyD,subsection-cube-root-and-higher-order-roots,Cube Root and Higher Order Roots,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAjN3q0DLhyD,Cube Root and Higher Order Roots,,,,,,
602,5,subsection,ORCCArLK8V1BRXI,,Roots of Negative Numbers,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCArLK8V1BRXI,Roots of Negative Numbers,,,,,,
603,5,subsection,ORCCAf7edCWx0Ky,,Radical Properties and Exponent Properties,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAf7edCWx0Ky,Radical Properties and Exponent Properties,,,,,,
604,6,introduction,ORCCAzq9hDhlU98,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAf7edCWx0Ky,Radical Properties and Exponent Properties,introduction,ORCCAzq9hDhlU98,Introduction,,,
605,6,introduction,ORCCAFGD4lZiDSN,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAf7edCWx0Ky,Radical Properties and Exponent Properties,introduction,ORCCAFGD4lZiDSN,Introduction,,,
606,5,subsection,ORCCAnPY9m5HOQc,,Multiplying Square Root Expressions,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAnPY9m5HOQc,Multiplying Square Root Expressions,,,,,,
607,5,subsection,ORCCAWxLuXWoNeF,,Adding and Subtracting Square Root Expressions,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAWxLuXWoNeF,Adding and Subtracting Square Root Expressions,,,,,,
608,5,subsection,ORCCAZtb8GCU9J4,subsection-distributing-with-square-roots,Distributing with Square Roots,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,subsection,ORCCAZtb8GCU9J4,Distributing with Square Roots,,,,,,
609,5,exercises,ORCCApZJHc1h7ly,,,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,,,,,,
610,6,introduction,ORCCAkxbO1CU7F2,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAkxbO1CU7F2,Introduction,,,
611,6,introduction,ORCCAqOGZulQOqb,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAqOGZulQOqb,Introduction,,,
612,6,introduction,ORCCAnvVPYqWtcT,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAnvVPYqWtcT,Introduction,,,
613,6,introduction,ORCCAA8qKyOUw6J,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAA8qKyOUw6J,Introduction,,,
614,6,introduction,ORCCAqLqiy58r2P,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAqLqiy58r2P,Introduction,,,
615,6,introduction,ORCCAPvZQ7nwKWM,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAPvZQ7nwKWM,Introduction,,,
616,6,introduction,ORCCAxlvGnV1NEW,,Introduction,section-square-and-nth-root-properties.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA3tJym1OIOA,Square and nth Root Properties,exercises,ORCCApZJHc1h7ly,,introduction,ORCCAxlvGnV1NEW,Introduction,,,
617,4,section,ORCCA2pibGS1nKC,section-rationalizing-the-denominator,Rationalizing the Denominator,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,,,,,,,,,
618,5,introduction,ORCCApKl0vsXJ4z,,Introduction,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,introduction,ORCCApKl0vsXJ4z,Introduction,,,,,,
619,5,subsection,ORCCAdy6fD9Dcag,,Rationalizing the Denominator,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,subsection,ORCCAdy6fD9Dcag,Rationalizing the Denominator,,,,,,
620,5,subsection,ORCCAvrmogABOwx,,Rationalize the Denominator Using the Difference of Squares Formula,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,subsection,ORCCAvrmogABOwx,Rationalize the Denominator Using the Difference of Squares Formula,,,,,,
621,5,exercises,ORCCA3BIPLEjGDW,,,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,exercises,ORCCA3BIPLEjGDW,,,,,,,
622,6,introduction,ORCCAcg35ZHT0O9,,Introduction,section-rationalizing-the-denominator.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA2pibGS1nKC,Rationalizing the Denominator,exercises,ORCCA3BIPLEjGDW,,introduction,ORCCAcg35ZHT0O9,Introduction,,,
623,4,section,ORCCA7cFUc5rIEA,section-radical-expressions-and-rational-exponents,Radical Expressions and Rational Exponents,section-radical-expressions-and-rational-exponents.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA7cFUc5rIEA,Radical Expressions and Rational Exponents,,,,,,,,,
624,5,introduction,ORCCAHdORHTEoNC,,Introduction,section-radical-expressions-and-rational-exponents.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA7cFUc5rIEA,Radical Expressions and Rational Exponents,introduction,ORCCAHdORHTEoNC,Introduction,,,,,,
625,5,subsection,ORCCAGq7gREsXgY,,Radical Expressions and Rational Exponents,section-radical-expressions-and-rational-exponents.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA7cFUc5rIEA,Radical Expressions and Rational Exponents,subsection,ORCCAGq7gREsXgY,Radical Expressions and Rational Exponents,,,,,,
626,5,subsection,ORCCAMeafg7J8co,,More Expressions with Rational Exponents,section-radical-expressions-and-rational-exponents.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA7cFUc5rIEA,Radical Expressions and Rational Exponents,subsection,ORCCAMeafg7J8co,More Expressions with Rational Exponents,,,,,,
627,5,exercises,ORCCARU8JVQI40q,,,section-radical-expressions-and-rational-exponents.ptx,book,ORCCAAnFMUrVenl,Open Resources for Community College Algebra,part,ORCCAedgVYrbDIB,Preparation for STEM,chapter,ORCCA9e54Yenj3t,Radical Expressions and Equations,section,ORCCA7cFUc5rIEA,Radical Expressions and Rational Exponents,exercises,ORCCARU8JVQI40q,,,,,,,
